Date,Close
2000-06-05,18.82
2000-06-06,19.2
2000-06-07,19.2
2000-06-08,19.4
2000-06-09,19.15
2000-06-12,19.11
2000-06-13,19.69
2000-06-14,20.37
2000-06-15,20.08
2000-06-16,19.55
2000-06-19,20.24
2000-06-20,20.4
2000-06-21,20.17
2000-06-22,20.66
2000-06-23,20.37
2000-06-26,19.71
2000-06-27,19.04
2000-06-28,18.68
2000-06-29,18.29
2000-06-30,18.04
2000-07-03,19.68
2000-07-05,19.48
2000-07-06,19.27
2000-07-07,19.83
2000-07-10,19.58
2000-07-11,18.82
2000-07-12,18.67
2000-07-13,18.44
2000-07-14,17.73
2000-07-17,17.73
2000-07-18,17.48
2000-07-19,16.83
2000-07-20,15.85
2000-07-21,17.19
2000-07-24,17.46
2000-07-25,17.39
2000-07-26,16.83
2000-07-27,16.83
2000-07-28,16.83
2000-07-31,16.74
2000-08-01,17.17
2000-08-02,17.14
2000-08-03,17.19
2000-08-04,16.81
2000-08-07,17.14
2000-08-08,15.22
2000-08-09,14.46
2000-08-10,15.09
2000-08-11,14.86
2000-08-14,15.22
2000-08-15,15.04
2000-08-16,14.95
2000-08-17,14.59
2000-08-18,15.2
2000-08-21,15.33
2000-08-22,14.95
2000-08-23,14.5
2000-08-24,14.91
2000-08-25,15.44
2000-08-28,15.69
2000-08-29,15.35
2000-08-30,15.85
2000-08-31,15.58
2000-09-01,15.78
2000-09-05,15.58
2000-09-06,15.26
2000-09-07,15.62
2000-09-08,15.87
2000-09-11,16.14
2000-09-12,16.07
2000-09-13,15.53
2000-09-14,15.58
2000-09-15,15.94
2000-09-18,15.53
2000-09-19,15.64
2000-09-20,15.04
2000-09-21,14.77
2000-09-22,15.56
2000-09-25,15.44
2000-09-26,15.53
2000-09-27,15.56
2000-09-28,16.92
2000-09-29,17.35
2000-10-02,16.97
2000-10-03,17.05
2000-10-04,17.7
2000-10-05,18.72
2000-10-06,18.18
2000-10-09,17.91
2000-10-10,17.53
2000-10-11,16.76
2000-10-12,16.58
2000-10-13,16.78
2000-10-16,16.76
2000-10-17,17.46
2000-10-18,17.26
2000-10-19,17.35
2000-10-20,17.48
2000-10-23,17.93
2000-10-24,18.11
2000-10-25,18.0
2000-10-26,18.41
2000-10-27,19.15
2000-10-30,19.99
2000-10-31,20.87
2000-11-01,20.12
2000-11-02,20.84
2000-11-03,20.57
2000-11-06,20.05
2000-11-07,19.83
2000-11-08,19.87
2000-11-09,20.21
2000-11-10,20.37
2000-11-13,20.55
2000-11-14,20.12
2000-11-15,19.56
2000-11-16,19.42
2000-11-17,18.72
2000-11-20,18.86
2000-11-21,18.93
2000-11-22,19.13
2000-11-24,19.04
2000-11-27,19.38
2000-11-28,19.85
2000-11-29,20.14
2000-11-30,20.28
2000-12-01,20.23
2000-12-04,20.57
2000-12-05,20.84
2000-12-06,21.2
2000-12-07,20.89
2000-12-08,20.28
2000-12-11,19.9
2000-12-12,19.99
2000-12-13,20.78
2000-12-14,20.48
2000-12-15,19.96
2000-12-18,20.14
2000-12-19,18.72
2000-12-20,18.09
2000-12-21,17.62
2000-12-22,17.37
2000-12-26,17.96
2000-12-27,18.25
2000-12-28,17.66
2000-12-29,18.09
2001-01-02,18.14
2001-01-03,19.17
2001-01-04,19.74
2001-01-05,19.69
2001-01-08,19.72
2001-01-09,20.17
2001-01-10,20.42
2001-01-11,20.26
2001-01-12,20.17
2001-01-16,19.76
2001-01-17,19.61
2001-01-18,20.26
2001-01-19,20.13
2001-01-22,19.61
2001-01-23,19.56
2001-01-24,18.86
2001-01-25,18.61
2001-01-26,18.86
2001-01-29,19.37
2001-01-30,19.59
2001-01-31,19.97
2001-02-01,19.99
